accelX,accelY,accelZ,gyroX,gyroY,gyroZ,time,exercise
0.011474609375,-0.00537109375,-1.00537109375,2.28790283203125,-0.770416259765625,2.87933349609375,0.0,bp
0.0,0.0,0.0,0.0,0.0,0.0,0.1,bp
-0.23095703125,0.013916015625,-0.971435546875,2.326812744140625,-10.886993408203125,2.824859619140625,0.2,bp
-0.245849609375,0.02490234375,-0.969482421875,2.062225341796875,-10.458984375,2.87933349609375,0.30000000000000004,bp
-0.262451171875,0.027587890625,-0.9638671875,2.07000732421875,-8.396759033203125,2.7392578125,0.4,bp
-0.271728515625,0.017333984375,-0.96533203125,1.75872802734375,-5.735321044921875,2.75482177734375,0.5,bp
-0.278076171875,0.025146484375,-0.95849609375,1.688690185546875,-1.704254150390625,2.700347900390625,0.6,bp
-0.275390625,0.02392578125,-0.9677734375,1.579742431640625,0.163421630859375,2.824859619140625,0.7,bp
-0.27392578125,0.019775390625,-0.96337890625,1.5875244140625,1.0894775390625,2.81707763671875,0.7999999999999999,bp
-0.269287109375,0.02392578125,-0.964599609375,1.88323974609375,0.583648681640625,2.949371337890625,0.8999999999999999,bp
-0.267578125,0.023681640625,-0.9658203125,2.00775146484375,-2.778167724609375,2.7392578125,0.9999999999999999,bp
-0.266357421875,0.02685546875,-0.96484375,1.97662353515625,-5.875396728515625,3.1439208984375,1.0999999999999999,bp
-0.27294921875,0.03759765625,-0.959228515625,1.88323974609375,-11.68853759765625,2.824859619140625,1.2,bp
-0.310546875,0.021240234375,-0.953125,2.13226318359375,-16.272125244140625,2.778167724609375,1.3,bp
-0.332763671875,0.027099609375,-0.9501953125,2.077789306640625,-13.937530517578125,2.918243408203125,1.4000000000000001,bp
-0.343505859375,-0.00341796875,-1.168701171875,4.007720947265625,-5.3228759765625,1.424102783203125,1.5000000000000002,bp
-0.32177734375,0.001220703125,-1.073974609375,8.925933837890625,-4.15557861328125,-1.284027099609375,1.6000000000000003,bp
-0.3271484375,0.020751953125,-0.940185546875,11.2994384765625,3.25286865234375,-2.35015869140625,1.7000000000000004,bp
-0.32470703125,0.059814453125,-0.87255859375,11.59515380859375,1.7120361328125,-3.71978759765625,1.8000000000000005,bp
-0.32421875,0.072509765625,-0.825439453125,9.33837890625,6.591339111328125,-4.09332275390625,1.9000000000000006,bp
-0.3388671875,0.11181640625,-0.893798828125,6.746978759765625,0.801544189453125,-3.22174072265625,2.0000000000000004,bp
-0.3603515625,0.15380859375,-0.947509765625,7.09716796875,-2.498016357421875,-2.9571533203125,2.1000000000000005,bp
-0.322265625,0.14453125,-0.87890625,4.552459716796875,-0.132293701171875,-0.972747802734375,2.2000000000000006,bp
-0.34375,0.15380859375,-0.887451171875,1.112823486328125,-2.264556884765625,1.44744873046875,2.3000000000000007,bp
-0.32666015625,0.147216796875,-0.90966796875,0.4669189453125,-4.80926513671875,3.00384521484375,2.400000000000001,bp
-0.299560546875,0.13427734375,-0.92236328125,-0.770416259765625,-2.78594970703125,5.050506591796875,2.500000000000001,bp
-0.2939453125,0.111328125,-0.9560546875,-1.44744873046875,-0.645904541015625,5.92987060546875,2.600000000000001,bp
-0.291015625,0.09130859375,-0.95947265625,-1.035003662109375,-3.462982177734375,5.540771484375,2.700000000000001,bp
-0.265869140625,0.098876953125,-0.9423828125,-1.159515380859375,3.12835693359375,4.848175048828125,2.800000000000001,bp
-0.28857421875,0.0712890625,-0.924560546875,-0.76263427734375,3.696441650390625,4.35791015625,2.9000000000000012,bp
-0.2822265625,0.06982421875,-0.977783203125,-0.926055908203125,7.789764404296875,3.774261474609375,3.0000000000000013,bp
-0.248779296875,0.073974609375,-0.965087890625,1.377410888671875,4.74700927734375,2.41241455078125,3.1000000000000014,bp
-0.271240234375,0.087646484375,-0.8330078125,2.1478271484375,-6.731414794921875,1.805419921875,3.2000000000000015,bp
-0.267333984375,0.06298828125,-0.855224609375,1.128387451171875,0.82489013671875,1.3385009765625,3.3000000000000016,bp
-0.265869140625,0.0625,-0.904541015625,-1.12060546875,1.891021728515625,2.622528076171875,3.4000000000000017,bp
